title,jobDescrib,companyName,companyIndustry,companyType,companyScal,companyTage,companyLocation,jobUrl
算法研究员, 岗位职责： 1、深入行业研究和企业研究，掌握行业动态及变化规律，掌握企业研究方法及核心关注点，结合数量化工具，为智能投研提出建议； 2、熟悉人工智能前沿领域，掌握机器学习和深度学习最新技术、思想，运用算法解决实践问题，在相关领域有独立研发经验者优先。 任职要求： 1、硕士及以上学历，理工科+金融复合背景优先，2021年应届毕业生； 2、具有严密的逻辑思维能力、数学推导能力和编程能力，学习能力强，踏实勤奋，抗压能力强，具备良好的团队协作能力及沟通理解能力。 ,天弘基金,金融 经济 投资 财会,"民营企业
",500-2000人, 团队幽默友善 牛人同事 团队氛围超赞 富有挑战 与成功者为伴 ,北京市/北京,https://www.shixiseng.com/intern/inn_wukddx4qffqx?pcm=pc_SearchList
编译及应用研发工程师, 岗位职责： 1. 负责编译工具链的开发与维护； 2. 设计或改进编译优化算法，提升编译器优化效能； 3. 负责操作系统、编译器以及SDK等软件开发和移植； 4. 负责操作系统核心机制的优化； 5. 开展面向定制芯片的应用程序编写和测试； 6. 负责基于团队SOC芯片中外设模块的驱动开发和相关的软件验证与测试工作； 7. 负责目标平台的测试与应用级算法设计、移植与开发； 8. 人工智能算法设计及硬件的适配。 岗位要求： 1. 微电子、计算机、通信工程、电子信息工程、软件工程类相关专业本科以上学历； 2. 有良好的数据结构和算法功底； 3. 熟悉汇编语言或者C/C++，有很好的计算机编程语言能力； 4. 具有良好的计算机体系结构或者人工智能与深度学习理论基础； 5. 熟练使用Linux；有编译器、操作系统开发经验者优先； 6. 熟悉TensorFlow等深度学习框架，或者熟悉主流嵌入式操作系统的编译、裁剪、移植及其驱动和应用程序开发； 7. 良好的沟通能力和团队协作能力，工作积极主动； ,国际人才,农林牧渔 其他,"150-500人
",北京, 国企 团队靠谱 朝九晚五 工作生活平衡 ,,https://www.shixiseng.com/intern/inn_usspneayinop?pcm=pc_SearchList
网络安全工程师, [实习生]中科院软件所 智能网络安全研究 研究方向： 网络流量安全分析、网络攻防对抗、机器学习、知识图谱等 岗位职责：  网络流量分析、入侵检测、机器学习等研究方向最新前沿论文研读，原型系统实现，网络安全技术改进及创新 任职要求：                           1、在校本科及以上，计算机或信息安全方向 2、有较好的网络安全基础和流量分析基础 3、熟悉python编程语言和Linux系统，熟练编写shell脚本 4、熟悉wireshark、Snort等流量分析工具 5、能快速阅读并理解英文论文内容     待遇： 2k-5k，根据个人综合能力确定   为表现优秀者提供留所工作的机会 ,中科院软件所,互联网 游戏 软件,"500-2000人
",北京, ,,https://www.shixiseng.com/intern/inn_q7udlcbbmbjt?pcm=pc_SearchList
机器人控制算法工程师, 岗位职责： 1. 能够独立完成机器人的视觉伺服控制器的开发和调试； 2. 能够独立完成基于六维力（力矩）传感器的机器人的柔顺控制； 3. 按照项目需求独立或合作完成机械臂控制程序的修改、调试并提交。   岗位要求： 1. 自动化、控制工程、计算机、机器人、机械电子等相关专业； 2. 理解坐标空间变换原理，熟悉机器人运动学与动力学建模原理，具有视觉伺服控制、柔顺（阻抗）控制等研发经验； 3. 掌握常用运动控制、轨迹规划和避障算法，熟练掌握C++开发，实践经验丰富； 4. 有ROS开发经验，熟悉计算机视觉和目标跟踪算法者优先； 5. 有ABB机器人和AGV导航等开发经验者优先。   -工作地点：北京市朝阳区酒仙桥恒通商务园（地铁站附近，并有多趟公司班车路线） ,ABB,企业服务 咨询,"外资企业
",2000人以上, 实习 500强 ,北京,https://www.shixiseng.com/intern/inn_cod91qyknsa9?pcm=pc_SearchList
算法实习生, 岗位职责： 1. 负责运用深度学习技术在大规模医学成像分析中的应用研究&semi 2. 负责深度学习模型的训练与迭代，提出并实现创造性idea&semi 3. 参与公司R&D的学术研究、论文和专利申请。 任职要求： 1.熟练掌握Python、C++、Java中的一种或多种编程语言，有人工智能系统研发经历，有良好的编程习惯； 2. 熟悉以下至少一种深度学习框架：Tensorflow、PyTorch、MXNet，熟悉常见的深度学习模型； 3. 对数据结构和算法设计有较为深刻的理解，对分布式系统架构有一定的认识； 4. 工作细心，学习能力强，有良好的团队合作精神； 5. 良好的英语水平，快速阅读并理解； 6. 实习期至少6个月，每周至少3天。 ,透彻影像,互联网 游戏 软件,"民营企业
",15-50人, 人工智能 精英团队 弹性工作 扁平管理 技能培训 ,北京,https://www.shixiseng.com/intern/inn_scplj94xerum?pcm=pc_SearchList
系统安全分析工程师, 中科院软件所 智能系统安全研究 研究方向： 操作系统安全分析、漏洞挖掘与验证、多维度安全增强等                  岗位职责：                                 强化学习最新前沿论文的研读，原型系统实现，安全技术的改进有创新  1、二进制分析 2、混淆代码逆向分析 3、代码字符串的可解释性 4、模糊测试优化                          任职要求：                           1、在校硕士或博士，计算机或信息安全方向    2、有较好的系统安全基础和漏洞挖掘基础                        3、熟悉python编程语言和Linux系统，熟练编写shell脚本                                                 4、能快速阅读并理解英文论文内容     待遇： 2k-5k，根据个人综合能力确定   为表现优秀者提供留所工作的机会 ,中科院软件所,互联网 游戏 软件,"500-2000人
",北京, ,,https://www.shixiseng.com/intern/inn_xr0z0ean1b9b?pcm=pc_SearchList
BMS策略与算法研发工程师, 【岗位职责】 1、开发电池管理系统应用层算法，安全管理算法（Matlab/Simulink）； 2、根据算法需求，设计电池测试流程，完成电池测试工作的技术支持； 3、完成算法软件平台测试及硬件在环仿真（SIL、HIL）； 4、编写软件测试报告和技术文档； 5、负责跟进公司相关的合作项目； 【任职要求】 1、具有锂电池相关研究或测试经验； 2、大学本科学历，车辆工程、自动化、电子工程、计算机、软件、电池等学科背景优先； 3、熟练使用Matlab/Simulink、控制系统仿真软件和建模仿真环境，可独立完成算法开发与仿真； 4、熟悉电池模型、控制策略和BMS算法优先； 5、具备策略文档、开发文档编写能力； 【你将获得】 1、实习工资150-200/天+项目提成； 2、清华博士的手把手指导、完整的培训体系、快速成长； 3、优秀实习生，将获得转正机会，转正后基本工资(15K-20K）+项目提成，一人一议，无上限&semi 4、每日餐补、交通补助等福利，愉悦的工作环境和满满的获得感； 5、工作地点：清华大学周边； ,昇科能源,化工 能源 环保,"民营企业
",少于15人, 小而美 专业 快速成长 大平台 ,北京,https://www.shixiseng.com/intern/inn_5uoh1yjb64vf?pcm=pc_SearchList
大数据算法工程师," 【岗位职责】 1、负责大数据挖掘，清洗，分析建模等； 2、负责电池运行大数据整理、分析和建模； 3、针对样本数据，优化模型，并负责算法设计及优化； 4、进行算法测试，编写算法测试报告和技术文档； 5、负责跟进公司相关的合作项目； 【任职要求】 1、计算机、软件、自动化等学科背景，本科及以上学历； 2、编程基础扎实，熟悉算法数据结构，熟悉深度学习算法及其框架。有较好的Java/C/C++/Python等语言基础，精通1-2种； 3、熟悉统计理论和数据挖掘算法,包括聚类、KNN、朴素贝叶斯,决策树,随机森林等,熟悉CNN,RNN, LSTM等神经网络； 4、具有数据挖掘,机器学习相关项目实践经验，逻辑思维能力强； 【你将获得】 1、实习工资300-350/天+项目提成； 2、清华博士的手把手指导、完整的培训体系、快速成长； 3、优秀实习生，将获得转正机会，转正后基本工资(30K-40K）+项目提成，一人一议，无上限&semi 4、每日餐补、交通补助等福利，愉悦的工作环境和满满的获得感； 5、工作地点：清华大学周边； ",昇科能源,化工 能源 环保,"民营企业
",少于15人, 小而美 专业 快速成长 大平台 ,北京,https://www.shixiseng.com/intern/inn_3azhuht562as?pcm=pc_SearchList
抖音-图形图像算法实习生, 职位描述： 1、熟悉常见的图像处理/计算机图形学知识和算法，有一定数学功底； 2、熟悉iOS或者android工程开发，有手机端图像算法的工作经验； 3、熟悉手机端的图像算法或者视频算法的开发，熟悉OpenGL，尤其是GLES，熟悉OpenCV；  4、学历本科及以上。 职位要求： 1、主要负责图像/视频硬件渲染框架的研发； 2、熟悉手机端的算法性能调优。 3、每周实习4天及以上，实习期3个月以上。 ,字节跳动,互联网 游戏 软件,"民营企业
",2000人以上, 亿级日活平台 今日头条 抖音 年轻、扁平、透明 免费三餐健身房 租房补贴 ,北京,https://www.shixiseng.com/intern/inn_bi2sejppwmsi?pcm=pc_SearchList
抖音-音频算法研发实习生," 职位描述： 1、跟踪音频/语音业界趋势并研发高性能的音频算法, 移动端(Android/iOS)音频算法调优, 跟踪业务反馈并不断提升不同业务中的音频体验；  2、追踪主流的音频/语音的技术趋势, 利用机器学习/深度学习技术构建音频算法模型并不断优化.；  3、 实现跨平台(Android/iOS)的音频算法, 对现有音频框架和系统做效果和性能调优；  4、解决在真实业务场景(抖音/火山/多闪)中的音频反馈, 跟业务开发一起提升用户音频体验； 职位要求： 1、计算机、电子、数学或相关专业本科及以上学历, 大三或者研究生二年级后优先；  2、扎实的C/C++编码技能, 有Android/iOS音视频应用开发经验更佳；  3、熟悉常见的数据结构和算法, 有ARM体系结构知识和优化技能更佳；  4、良好的分析问题和解决问题能力, 逻辑思维严谨清晰, 良好的团队协作能力； 5、每周实习4天及以上，实习期3个月以上。 如果你有以下经验将更加合适：  1、机器视觉、三维重建或SLAM项目经验；  2、图形学、图形引擎或物理引擎项目经验；  3、良好的线性代数、立体几何、空间解析几何能力； 4、了解机器学习中的数学原理并具有实践经验；  5、移动端（iOS、Android）开发经验。 ",字节跳动,互联网 游戏 软件,"民营企业
",2000人以上, 亿级日活平台 今日头条 抖音 年轻、扁平、透明 免费三餐健身房 租房补贴 ,北京,https://www.shixiseng.com/intern/inn_fmhfdbttnxyi?pcm=pc_SearchList
云计算平台软件工程师," 工作职责：   1. 通用人工智能算法训练云计算平台整体架构设计及基础云平台建设(主要技术为k8s和docker)  2. 持续提升AI基础平台的性能和稳定性。       职位要求：   1.计算机相关专业，硕士及以上学历，具备良好的沟通能力和表达能力。  2.熟练掌握Linux平台golang/c/c++其中一种开发。   3.网络基础扎实，熟悉TCP/IP协议，熟悉网络编程。   4.熟悉多线程/多进程开发。   5.有高并发、高可用程序设计和开发经验。   6.熟练掌握docker、kubernetes等虚拟化技术   7.有开源大数据处理软件（如elasticsearch, kafka, glusterfs, HDFS, Alluxio）使用经验，阅读过优秀开源项目（如nginx,memcached, redis）代码者优先。   8.学习能力强，有团队观念，具备独立解决问题的能力。 ",中科院自动化所,互联网 游戏 软件,"2000人以上
",北京, ,,https://www.shixiseng.com/intern/inn_hnsgcbvh45zf?pcm=pc_SearchList
2021实习-自然语言算法实习生, 工作职责： 1、直接参与K12在线教育相关产品核心算法研发，通过自然语言处理和机器学习算法优化产品效果； 2、跟进包括文本分类、信息检索、语义理解、自动问答、多轮交互、语法纠错等在内的多个技术方向前沿研究进展； 3、通过前沿技术与业务场景结合，技术驱动孵化创新产品。 任职资格： 1、熟悉自然语言处理常见算法与模型（如 句法分析、LDA、Word2Vec、CNN/RNN、LSTM 等）； 2、熟悉机器学习的基本算法与概念，如：逻辑回归、神经网络、决策树等； 3、具备较强的编码能力，扎实的数据结构和算法功底，精通C/C++、Python等编程语言； 4、较好的英文技术文献的阅读能力； 5、有团队意识，与他人合作良好，最好具有团队协作的经验。 ,作业帮,互联网 游戏 软件,"民营企业
",2000人以上, 稳定高速增长 有平台有机会 创业型公司 学习型 你的舞台 ,北京市/北京,https://www.shixiseng.com/intern/inn_ghin5uy9daqn?pcm=pc_SearchList
2021实习-语音（声学方向）算法实习生, 工作职责： 1、负责语音识别、合成、发音评测相关算法的研究与开发； 2、完成声学模型、语言模型的训练，并针对业务领域进行调整优化； 3、针对具体的应用场景，对语音识别解码器进行设计优化； 4、负责跟进行业前沿技术发展趋势，跟踪国际最新算法发展方向和相关技术。 任职资格： 1、精通语音识别/语音合成/发音评测 等任一方向的算法； 2、良好的发现问题、分析问题、解决问题的能力，良好的沟通能力及团队合作精神； 3、扎实的数学基础； 4、有以下领域经验者优先： 熟悉特征处理、语音识别、解码器等基本算法， 熟练使用kaldi、srilm、irstlm 等语音识别、语言模型工具包； 熟练使用tensorflow / torch 中的至少一种框架，并实际搭建过常用的网络结构； 熟悉CUDA/CuBlas/CuDNN 的使用，并有过实际的使用经验。 ,作业帮,互联网 游戏 软件,"民营企业
",2000人以上, 稳定高速增长 有平台有机会 创业型公司 学习型 你的舞台 ,北京市/北京,https://www.shixiseng.com/intern/inn_9wqgs8otdwza?pcm=pc_SearchList
GNSS/INS融合定位算法工程师, 工作职责: -设计开发高精度卫星导航定位算法，包括：RTK、PPP等 -分析解决无人车卫星定位系统问题等 -包括但不限于以下基础技术研发：惯导解算、组合滤波、GNSS融合等 职位要求 -航天、测绘、卫星导航等相关专业优先 -深入理解卡尔曼滤波、贝叶斯理论、估计理论、最优化等相关理论 -深入了解模糊度固定理论、大气误差建模和高精度载波数据处理等 -熟悉C/C++程序开发，具有良好的编程习惯 -具有良好的英文读写能力 -具有良好的沟通能力，良好的团队合作精神，良好的科研精神 -在相关领域会议或期刊发表论文者优先 ,百度,互联网 游戏 软件,"外资企业
",2000人以上, 实力大背景 年轻群体 有转正机会 精彩活动 逗比同事 行业龙头 提供学习成长机会 老板nice 高大上办公环境 ,北京,https://www.shixiseng.com/intern/inn_vzu1w0r3w2oo?pcm=pc_SearchList
NLP实习生-OCR方向," 愿意现场实习。 职责描述： 1、参与文本图像类数据OCR识别，提取及理解模型的设计与开发； 2、参与图像分类、分割、检测、识别等技术领域相关的产品研发。 职位要求： 1、重点大学计算机、图像处理、模式识别、机器学习等相关专业，研究生及以上学历，重点实验室的博士生优先； 2、扎实的算法和编程基础，并熟练运用机器视觉、深度学习等常用平台/工具； 3、熟悉深度网络的训练方法，了解机器视觉方向的前沿进展； 4、已在CV, NLP, ML等顶会发过Paper者优先，相关竞赛获奖者优先。 ",感易智能,互联网 游戏 软件,"民营企业
",15-50人, 一流团队 金融数据 AI 快速发展 成长空间++ 高科技 ,北京,https://www.shixiseng.com/intern/inn_9gbpu8qkfufx?pcm=pc_SearchList
Faculty 73 China: Algorithm Engineer," Volkswagen Group is the most innovative car company worldwide. Together, the brands Audi, Volkswagen and the connectivity provider Mobility Asia will recruit 500 new software developers in China until 2025. Hack our World of Mobility and become a software developer at Volkswagen Group! As a Junior Partner in the program Faculty 73 China, you will receive 3 to 5 extra technical trainings and contribute to challenging technical projects. In addition, we provide a competitive salary and you will meet our software development experts in Germany in spring 2021. If you successfully complete the program, we offer you an official job as a software developer in summer 2021.   Main Tasks: ·  Data Analysis and Visualization ·  Design and implement different algorithms ·  Explore and experience problem modelling methodologies Technical Projects: ·  Entity Identification Algorithm Design and Development using NLP Technologies ·  Trajectory Purpose Identification Toolkit Development ·  Online Service Usage Analysis Personal Skills: ·  Problem analysis and solving skills ·  Strategic thinking ·  Communication and cooperation skills ·  Fluent in Chinese and English Professional Knowledge: ·  Machine Learning & Math knowledge ·  Data Analysis and Modeling Tools (Pandas, Scikit-learn) ·  Programming Languages (Java, Python, Javascript,...) ·  Programming Tools (Git, IDE, Linux,...) ·  Software Framework and Components (Spring, Hadoop, Spark, MySQL, Kafka...) ",Mobility Asia,互联网 游戏 软件,"外资企业
",150-500人, 全球10强 外企独资 智慧出行生态 智能车联网 大数据 该有的都有 ,北京,https://www.shixiseng.com/intern/inn_lsyde1w4kit7?pcm=pc_SearchList
深度学习实习算法工程师（跟踪模块）," 岗位职责： 1、针对产品应用场景进行跟踪深度学习模型的训练，重点针对同类目标的区分，半遮挡等问题； 2、进行相关数据的收集、整理，建立相关数据及采集的格式及规范； 3、调研跟踪网络与检测网络合并的可行性方案。 岗位要求： 1、有深度学习跟踪算法（siamFC/siamRPN）的经验； 2、熟悉pytorch, tensorflow, caffe等深度学习框架； 3、熟悉Python C/C++ Matlab编程的工具； 4、硕士及以上学历，有相关行业高水平论文经验者优先。 ",臻迪科技,电子 通信 硬件,"民营企业
",150-500人, 专业提升巨大 细心责任心 智能硬件 无人机 人工智能 ,北京市,https://www.shixiseng.com/intern/inn_dbycfg4ijdpv?pcm=pc_SearchList
机械臂控制实习生," 岗位职责： 1、机器人运行相关轨迹规划，运动学以及碰撞检查等算法研究 2、负责研究、开发、测试面向工业场景的机械臂实时自主运动规划模块 3、负责搭建机械臂仿真平台 4、负责算法在真机上的移植、测试、优化 任职要求: 1、熟练掌握工业机器人基础框架和知识，如DH参数，IK,FK，四元数等； 2、熟悉常见工业机器人轨迹规划算法，至少掌握一种运动规划算法； 3、编程和算法基本功扎实，熟练掌握C++，以及至少一门脚本语言（如Python）； 4、熟悉ROS系统，可熟练使用仿真软件者（如gazebo等）优先； 5、工作积极主动，责任心强 6、至少能实习3个月以上 ",格灵深瞳,互联网 游戏 软件,"民营企业
",150-500人, 扁平化管理 转正机会 导师制 开放共赢 企业独栋 制度人性化 ,北京市/北京,https://www.shixiseng.com/intern/inn_8hid7och0shc?pcm=pc_SearchList
联邦学习算法工程师, 工作职责： 用大数据和算法提升电商、游戏、零售等业务的收入和用户体验。   岗位要求： 1. 有联邦学习相关经验 2. 扎实的计算机基础理论、数据结构、算法功底，熟练、高质量的编程能力； 3. 会使用Scala/Spark，Python，Linux环境下开发； 4. 计算机及相关专业本科生以上，实习三个月以上。 ,小米,互联网 游戏 软件,"民营企业
",2000人以上, 上升通道 职位晋升 高人气创始人 快速成长 平台大发展稳健 成长机会多 ,北京市/北京,https://www.shixiseng.com/intern/inn_xryabp4ed3im?pcm=pc_SearchList
BMS策略与算法研发工程师（实习）, 【岗位职责】 1、开发电池管理系统应用层算法，安全管理算法（Matlab/Simulink）； 2、根据算法需求，设计电池测试流程，完成电池测试工作的技术支持； 3、完成算法软件平台测试及硬件在环仿真（SIL、HIL）； 4、编写软件测试报告和技术文档； 5、负责跟进公司相关的合作项目； 【任职要求】 1、具有锂电池相关研究或测试经验； 2、大学本科学历，车辆工程、自动化、电子工程、计算机、软件、电池等学科背景优先； 3、熟练使用Matlab/Simulink、控制系统仿真软件和建模仿真环境，可独立完成算法开发与仿真； 4、熟悉电池模型、控制策略和BMS算法优先； 5、具备策略文档、开发文档编写能力； ,昇科能源,化工 能源 环保,"民营企业
",少于15人, 小而美 专业 快速成长 大平台 ,北京,https://www.shixiseng.com/intern/inn_wz3p8xud3vgh?pcm=pc_SearchList
电池管理算法开发工程师（实习）, 【岗位职责】 1、开发电池管理系统核心控制算法（Matlab/Simulink）； 2、根据算法需求，设计电池测试流程，完成电池测试工作； 3、完成算法软件平台测试及硬件在环仿真。 4、负责跟进公司相关的合作项目； 【任职要求】 1、具有锂电池相关研究或测试经验； 2、车辆工程、自动化、电子工程、计算机、软件等学科背景优先； 3、熟练使用Matlab/Simulink、控制系统仿真软件和建模仿真环境，可独立完成算法开发与仿真； 4、熟悉BMS算法和控制策略优先； 5、熟悉锂离子电池基本原理、电学特性优先； ,昇科能源,化工 能源 环保,"民营企业
",少于15人, 小而美 专业 快速成长 大平台 ,北京,https://www.shixiseng.com/intern/inn_0whd3fkdvwic?pcm=pc_SearchList
BMS策略与算法研发工程师（实习）, 【岗位职责】 1、开发电池管理系统应用层算法，安全管理算法（Matlab/Simulink）； 2、根据算法需求，设计电池测试流程，完成电池测试工作的技术支持； 3、完成算法软件平台测试及硬件在环仿真（SIL、HIL）； 4、编写软件测试报告和技术文档； 5、负责跟进公司相关的合作项目； 【任职要求】 1、具有锂电池相关研究或测试经验； 2、大学本科学历，车辆工程、自动化、电子工程、计算机、软件、电池等学科背景优先； 3、熟练使用Matlab/Simulink、控制系统仿真软件和建模仿真环境，可独立完成算法开发与仿真； 4、熟悉电池模型、控制策略和BMS算法优先； 5、具备策略文档、开发文档编写能力； ,昇科能源,化工 能源 环保,"民营企业
",少于15人, 小而美 专业 快速成长 大平台 ,北京,https://www.shixiseng.com/intern/inn_f1dbg6r61n3e?pcm=pc_SearchList
算法工程师, 算法工程师（博士后） 清华AI研究院师从朱军教授 工作职责： 1、负责AI算法的研发，场景包括但不限于推荐系统、异常检测、图像识别、AI安全攻防等； 2、负责前沿研究跟进，实现关键技术的突破； 3、将研究成果以高质量学术论文形式输出。 任职资格： 1、熟练掌握C++/Python等编程语言，具有较强的算法实现能力； 2、熟练使用主流深度学习编程框架，如Tensorflow、PyTorch、MXNet等； 3、在NIPS、ICML、ICLR、AAAI、IJCAI、KDD、SIGIR、CVPR、ICCV等顶级会议上有过论文发表的优先。 ,RealAI,互联网 游戏 软件,"民营企业
",15-50人, ,北京市/北京,https://www.shixiseng.com/intern/inn_duataf9mcy1c?pcm=pc_SearchList
Python后台实习生(爬虫/数据挖掘), 【岗位职责】 1、负责构建垂直类爬虫架构，智能抓取系统设计与研发 2、负责提升爬虫抓取效率和质量（如分析预测、质量判断、反封禁等） 3、负责HTTP、AJAX等各类网络请求分析，探索和研究高效的数据抓取解决方案 4、有余力，可以参与后端开发或者文本挖掘相关工作，选择空间大   【任职要求】 1、重点院校统招全日制硕士学历，2021-2022届毕业生，计算机信息科学、软件开发、人工智能、通信等相关专业； 2、每周可实习4天以上，总实习周期在4个月以上 3、扎实的数据结构和算法功底；熟练使用Python/PHP等脚本语言 4、良好逻辑思维能力、学习能力、团队合作精神，对挑战性问题充满激情 5、有多线程、网络数据处理经验优先（如HTTP协议，AJAX，爬虫开发，浏览器内核开发，Web服务开发等） 【福利待遇】 1、季度团建:公司为每个部门提供丰厚的季度团建活动经费，优秀团队还可额外增加团建活动经费。 2、零食、水果、早餐:公司提供多种多样超值零食、饮料、新鲜水果。 3、节庆礼品:公司为每位员工准备了新年红包、生日及节日礼物。 4、丰富的培训机会:全面的入职培训，教练制度，定期展开精彩主题讲座。 5、公司环境:弹性工作时间，配Mac办公设备，办公环境优雅惬意，360度绝佳视野工位。 6、实习生优享福利:实习期间有实习补贴、商业保险、生日蛋糕券、节庆礼品等。 ,北京云锋,互联网 游戏 软件,"民营企业
",50-150人, 业界牛人 可观的实习补贴 学习成长快 提供转正机会 水果咖啡 互联网金融 技术氛围好 开放创新 热情团队 都是年轻人 ,北京,https://www.shixiseng.com/intern/inn_wcfhgaa0zw1n?pcm=pc_SearchList
建模工程师-20/21届毕业生, 工作职责： 1、负责整理分析制冷系统记录的历史数据，并形成分析报告； 2、搭建制冷系统中各个设备的模型，并进行验证； 3、进行数据挖掘，分析运行过程中的问题，形成建议； 4、负责将数据分析，挖掘，建模过程标准化，并形成标准工具； 5、为销售团队提供技术支持，包括并不限于讲解数据分析报告； 6、定期对数据进行维护、检查、分析，并自作月报季报等； 任职要求： 1、良好的数学基础（例如线性代数、概率论、高等数学等）； 2、暖通空调/热动等相关专业（硕士或以上学历）； 3、熟练使用python、SQL等工具； 4、有机器学习、数据挖掘等相关领域的项目和工作经验； 5、优秀的分析问题和解决问题的能力。 ,叠腾科技,化工 能源 环保,"民营企业
",少于15人, 可转正 志同道合 创业团队 AI算法 快速成长 超级人性化 ,上海市/上海,https://www.shixiseng.com/intern/inn_htma6kvbcf9q?pcm=pc_SearchList
无人车规划算法实习生, 工作职责： 1、参与无人车决策与规划算法的实现、调试和测试 2、与无人驾驶汽车其他各模块的工程师协同完成系统集成和调试工作 3、撰写决策与规划相关技术文档 职责要求： 1、自动化、电子工程、计算机、航空航天等相关专业，硕士及以上学历 2、熟悉C/C++/Python等编程语言开发 3、熟悉Linux和ROS 4、熟悉常用MRPT等路径规划算法库 5、熟悉常用运动规划、决策和规划模型 6、在ICRA、IROS、IV等会议或期刊发表过相关学术论文者优先 ,慧拓无限,互联网 游戏 软件,"民营企业
",50-150人, 90后氛围 胸怀天下 发展迅速 无人驾驶 技术大牛 ,北京,https://www.shixiseng.com/intern/inn_hpukx3vyscvp?pcm=pc_SearchList
算法实习生, 【岗位职责】 1、优化热门微博推荐模型； 2、参与特征的分析、挖掘、优化等工作； 3、能够积极思考，从特征和模型的角度，分析目前排序的问题，针对具体 case 分析并解决问题； 【任职要求】 1、2022年及以后的毕业生，或已保研的同学； 2、熟悉基本的LR、FM、DNN、GBDT等主流排序模型； 3、精通Hive SQL，熟悉Hive/MySQL的基本原理和调优策略，熟悉大数据处理相关技术，有Hadoop开发经验，掌握MapReduce； 4、熟悉常用的数据挖掘、分析的工具和方法，有数据挖掘工作经验；精通python等脚本语言的一种或多种，编码基本功扎实 ； 5、一周可实习至少四天及以上。 6、尽快入职 ,新浪微博,互联网 游戏 软件,"民营企业
",2000人以上, ,北京,https://www.shixiseng.com/intern/inn_u9uxttr7vvgc?pcm=pc_SearchList
搜索算法工程师, 岗位职责： 1. 参与小米电商搜索的优化 2. 搜索query理解与分析：query纠错，查询改写，成分识别，类目预测，相关query推荐以及相关的数据挖掘工作等 3. 参与排序模型的研发工作，持续迭代转化效果和用户体验   任职要求： 1、扎实的编码能力与代码控制能力，扎实的数据结构与算法功底，熟悉JAVA编程，熟悉Linux开发环境 2、了解搜索服务的基本概念，有搜索算法，广告系统，分布式系统或者推荐系统研发经验优先 3、对深度学习、自然语言理解有经验着优先   ,小米,互联网 游戏 软件,"民营企业
",2000人以上, 上升通道 职位晋升 高人气创始人 快速成长 平台大发展稳健 成长机会多 ,北京市/北京,https://www.shixiseng.com/intern/inn_fqidoaulx4ym?pcm=pc_SearchList
知识图谱算法工程师," 岗位职责： 1. 参与小米电商搜索的工程建设； 2. 参与商品知识图谱的构建和落地。   任职要求： 1、具备优秀的编码能力，扎实的数据结构与算法基础； 2、扎实的 Java 基础知识，对 JVM 原理有一定的了解； 3、熟悉多线程编程、分布式、数据库相关知识； 4、有 Spring, Spark 使用经验优先； 5、有知识图谱经验优先； 6、有竞赛经验（Kaggle/ACM）或项目经验优先。 ",小米,互联网 游戏 软件,"民营企业
",2000人以上, 上升通道 职位晋升 高人气创始人 快速成长 平台大发展稳健 成长机会多 ,北京市/北京,https://www.shixiseng.com/intern/inn_qgmnhckuvnvf?pcm=pc_SearchList
计算机视觉算法工程师, 岗位职责: 1.      负责计算机视觉、深度学习相关的产品研发； 2.      负责计算机视觉算法的技术难点攻关、性能优化等。 任职要求: 1．本科以上学历，计算机、图像处理、医学图像处理、通信工程等相关专业； 2．具备优秀的C/C++/java算法设计与程序开发能力； 3．对计算机视觉、深度学习、最优化方法等有较深入研究，熟悉各种物体检测、跟踪与识别的基本算法或基于医学影像的辅助诊断（computer aided diagnosis in medical imaging）、图像分割等； 4．积极思考与钻研，能够主动分析问题解决问题； 5．具备强烈的责任心和良好的沟通能力。 ,深思考Ideepwise,互联网 游戏 软件,"民营企业
",50-150人, 北京 弹性工作 留用机会大 免费宿舍提供 本科及以上 可转正 薪资奖励机制 ,北京,https://www.shixiseng.com/intern/inn_ddksqil1xgjg?pcm=pc_SearchList
区块链算法实习生, 工作内容： 1，  在专家指导下进行区块链相关算法（例如PoW，加密）的研究、优化与加速设计。 2，  系统模块测试与分析。   条件： 1， 与币圈知名团队合作。 2， 提供算法实践环境。   职位要求： 1，  本科（或以上）在校生，实习至少6个月，平均每周保证2天或以上的实习时间。 2，  掌握Go/C/C++/java中的一种编程语言。熟悉基本数据结构和算法，并能解决实际问题。 3，  对区块链和加密算法感兴趣。 ,TensorChip ,电子 通信 硬件,"民营企业
",15-50人, 高科技 高水平专家 院士合作 中科院 清华电子系 ,北京市/北京,https://www.shixiseng.com/intern/inn_dbzufntx7ald?pcm=pc_SearchList
视觉点云匹配算法实习生, 岗位职责 1. 基于稠密视觉点云的配准和位姿优化 2. 基于深度学习视觉点云的建图和融合 岗位要求 1. 熟悉多视图几何原理和特征匹配算法 2. 熟悉使用常见的优化工具，GTSAM、ceres、g2o等 3. 熟悉激光雷达建图和定位算法者优先 4. 熟练掌握经典开源SLAM框架者优先 ,momenta,互联网 游戏 软件,"民营企业
",150-500人, 氛围和善 发展迅速 ,北京,https://www.shixiseng.com/intern/inn_omwf6dfluayn?pcm=pc_SearchList
