title,jobDescrib,companyName,companyIndustry,companyScal,companyTage,companyLocation,jobUrl,salary,publicDate,degree
流媒体算法工程师,[],字节跳动,['10000人以上'],"['互联网/电子商务,计算机软件']",北京,https://jobs.51job.com/beijing/121646689.html?s=01&t=0,2-4万/月,04-25,"['北京\xa0\xa0', '\xa0\xa0在校生/应届生\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招5人\xa0\xa0', '\xa0\xa004-25发布']"
PCG19-音频算法高级工程师,[],深圳市腾讯计算机系统有限公司,['10000人以上'],['互联网/电子商务'],深圳,https://jobs.51job.com/shenzhen/121651715.html?s=01&t=0,,04-25,"['深圳\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0硕士\xa0\xa0', '\xa0\xa0招2人\xa0\xa0', '\xa0\xa004-25发布']"
研发工程师（算法方向）,"['1、 负责人工智能技术在农业领域中的研究与应用研发；', '2、 熟悉使用以下其一常用开发语言：Matlab、Simulink、C/C++、Python等；', '6、根据场景应用需求，开发并维护人工智能技术支撑平台及工具；', '8、组织内部团队交流和相关领域的知识分享、学习；', '9、人工智能、模式识别、机器学习、算法、深度学习', '10、', '11、硕士以上学历，博士优先，']",广州市健坤网络科技发展有限公司,['50-150人'],"['计算机软件,农/林/牧/渔']",广州-天河区,https://jobs.51job.com/guangzhou-thq/121425159.html?s=01&t=0,10-30万/年,04-25,"['广州-天河区\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0硕士\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa004-25发布\xa0\xa0', '\xa0\xa0数学与应用数学 信息与计算科学']"
伺服软件工程师（算法性能）,"['4、具有2年以上实际项目开发经验，具备较强的学习能力和逻辑分析能力，能独立解决问题。', '5、工作踏实认真负责、吃苦耐劳、积极主动、具有良好的团队协作精神。']",广州红森伺服电机有限公司,['50-150人'],['仪器仪表/工业自动化'],广州-天河区,https://jobs.51job.com/guangzhou-thq/117838908.html?s=01&t=0,0.8-2万/月,04-25,"['广州-天河区\xa0\xa0', '\xa0\xa02年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa004-25发布']"
通用算法工程师（数字信号处理）,"['岗位职责：', '1、 负责杂波滤波，CFAR检测，频谱分析，特征提取，模式匹配；', '2、负责雷达中频信号处理工作，输出检测物的速度，距离等信息。', '\xa0', '任职资格：', '1、信号与信息处理、数学或相关专业本科及以上学历；', '2、精通数字信号处理、MATLAB语言和Simulink 仿真工具；', '3、熟悉数字信号处理算法，如FIR滤波器、FFT处理等，并能进行数字信号处理算法的计算、仿真；', '4、熟悉雷达波束形成、扫描算法、脉冲压缩算法、CFAR检测算法、动目标检测算法等处理算法者优先。']",同辉电子科技股份有限公司,['50-150人'],"['电子技术/半导体/集成电路,建筑/建材/工程']",石家庄,https://jobs.51job.com/shijiazhuang/121393718.html?s=01&t=0,1.5-2万/月,04-25,"['石家庄\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa004-25发布']"
C++算法工程师,"['岗位职责：', '1、参与或负责基于C++数值分析或拓扑设计的3D图形算法架构、模块的研发与设计；', '2、协同完成算法验证和实验；', '3、定期完成算法文档整理和创新升级。', '岗位要求：', '1、计算机、数学、力学、材料学、自动化相关专业的硕士或博士研究生，985本科毕业的优先；', '2、有三年以上的C++编程经验，熟悉微分几何、拓扑学、模式识别和数值分析；', '3、熟悉点云(PCL)、网格(CGAL\\VCGLIB\\OPENMESH)、样条曲面(openNurbs\\OCC)造型理论和算法设计，熟悉有限元分析和算法设计的优先；', '4、能熟练阅读英文文档，能独立完成国外开源算法库的提炼和优化；', '5、有开源3D造型软件优化或商业3D造型软件二次开发经验的优先；', '6、每月工作时间不少于21个工作日，其余时间可自行处理；', '薪资说明：', '1、此薪资范围涵盖执行层、独立研究层、主导层、引领层四种层级；', '2、对于期望获得3万以上(含3万)月薪的，必须能提供解决方案并指导主导层以下的工作；', '3、对于期望获得4万']",无锡有田五维增材科技有限公司,['少于50人'],['计算机软件'],异地招聘,https://jobs.51job.com/wuxi/119402512.html?s=01&t=0,2-4.5万/月,04-25,"['无锡\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0硕士\xa0\xa0', '\xa0\xa0招3人\xa0\xa0', '\xa0\xa004-25发布\xa0\xa0', '\xa0\xa0英语精通\xa0\xa0', '\xa0\xa0数学与应用数学 信息与计算科学']"
高级算法工程师,"['任职要求：', '1、 硕士及以上学历，通信、物理、数学等相关专业优先；', '2、 熟练应用matlab软件、C/C++语言；', '3、 熟悉数据挖掘、机器学习常用算法者优先；', '4、 较强的学习能力、创新能力、逻辑分析能力和刻苦钻研的精神；', '5、 具有良好的沟通能力，有团队合作精神。', '【可接受应届毕业生】', '岗位职责：\xa0', '1、 负责使用数据挖掘、机器学习等常用算法对无线电接收机采集的信号进行分析的算法设计与开发；', '2、 负责无线电环境下的电磁兼容分析相关的仿真算法的设计与开发；', '3、 负责算法的仿真评估、优化与验证；', '4、 上级安排的其他工作。', '职位待遇', '1、优厚的福利待遇：带薪年假+周末双休+五险一金+各项补贴+节日慰问+年度旅游+绩效奖金；', '2、完善的福利体系：养老保险、医疗保险、生育保险、工伤保险、失业保险及住房公积金；', '3、多元化培训课程：在职个人提升计划；', '4、良好晋升机会：内部转职（横向发展）、纵向提升；', '5、舒适的工作环境。']",苏州恩巨网络有限公司,['少于50人'],"['通信/电信/网络设备,计算机软件']",苏州,https://jobs.51job.com/suzhou/75699801.html?s=01&t=0,1.3-3万/月,04-25,"['苏州\xa0\xa0', '\xa0\xa01年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招2人\xa0\xa0', '\xa0\xa004-25发布\xa0\xa0', '\xa0\xa0英语良好']"
数学算法工程师,"['1.数学类专业，全日制普通本科以上学历，成绩优秀；', '2.乐观开朗，善于沟通，责任心强；', '3.有培训经历者优先，有教师资格证者优先。']",苏州科洲知识产权代理事务所（普通合伙）,['少于50人'],"['法律,专业服务(咨询、人力资源、财会)']",苏州-高新区,https://jobs.51job.com/suzhou-gxq/121653470.html?s=01&t=0,0.6-1万/月,04-25,"['苏州-高新区\xa0\xa0', '\xa0\xa0在校生/应届生\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招4人\xa0\xa0', '\xa0\xa004-25发布']"
算法工程师,"['任职资格：', '1、本科以上学历，电子、计算机、测控、模式识别、自动化、数学相关专业，硕士优先；', '2、熟练掌握激光SLAM的基本原理，激光雷达的使用和数据分析；', '3、熟悉机器人感知、定位、控制相关算法，并且具有两年以上激光SLAM的工程实践经验；', '4、熟练掌握路径规划和运动规划的算法原理及代码实现方法；', '5、熟悉以Linux、Windows操作系统为基础的嵌入式软件开发平台；', '6、精通linux下的C/C++程序设计，具有三年以上的嵌入式软件开发的经验；', '7、熟悉ROS，有ROS开发经验；', '8、熟悉模拟数字电路设计和基本原理，熟悉各种器件，如MCU，FPGA，DSP等；', '9、代码习惯良好、 逻辑框架清晰；', '岗位职责：', '1、负责无人车室内环境自主导航中的路径规划、导航避障策略研究及测试；', '2、负责算法的移植和封装， 同时配合新产品的研发；', '3、推动基于机器激光、超声波的人工智能算法在机器人上的研究与应用；', '4、研发机器人激光导航算法、包括 Lidar Slam 算法、定位、路径规划和导航算法的研发及整合；', '5、负责激光SLAM（Gmapping，Hector）算法设计、代码实现、移植等；', '6、负责激光SLAM中多传感器数据的融合算法设计（激光数据、里程计和超声波传感器、光电传感器）。']",广州艾可机器人有限公司,['50-150人'],"['交通/运输/物流,电子技术/半导体/集成电路']",广州-番禺区,https://jobs.51job.com/guangzhou-pyq/121653316.html?s=01&t=0,1.5-2万/月,04-25,"['广州-番禺区\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招3人\xa0\xa0', '\xa0\xa004-25发布']"
算法工程师,"['工作职责：', '1、算法预研，以及负责算法性能评估；', '2、完成信号处理的matlab仿真设计，并给出报告；', '3、指导FPGA实现，或者完成C/C++代码移植；', '任职资格：', '1、本科及以上学历，通信、电子、计算机或相关专业，三年以上工作经验；', '2、精通matlab/simulink，C/C++；', '3、具有扎实的通信、数字信号处理的理论基础；', '4、精通常用的调制解调（如PSK，QAM，MSK，FSK等等）、扩频跳频、OFDM、雷达方面等方面的任意一种；', '5、具有较强的分析、研究和解决问题的能力；', '6、具有信号处理实现算法方面的工作经验优先；', '7、熟悉2/3/4G、wifi等通信协议者优先；', '公司电话：028-86693571']",成都玖锦科技有限公司,['50-150人'],"['电子技术/半导体/集成电路,仪器仪表/工业自动化']",成都,https://jobs.51job.com/chengdu/83485632.html?s=01&t=0,1-3万/月,04-25,"['成都\xa0\xa0', '\xa0\xa0招5人\xa0\xa0', '\xa0\xa004-25发布']"
