title,jobDescrib,companyName,companyIndustry,companyType,companyScal,companyTage,companyLocation,jobUrl
python开发助理," 岗位职责： 1.熟练掌握Python语言； 2.熟悉Python Web框架，比如Django，有php,java开发经验都优先； 3.熟悉MySQL数据库，Redis/Memcached缓存技术； 4.熟悉HTTP和WebSocket协议、Linux操作系统； 5.有良好的代码习惯。 任职要求： 1. 大专及以上学历，18岁-28岁，对软件行业有着浓厚的兴趣，有意从事python开发工作； 2. 做事踏实、悟性高、学习能力强、积极向上； 3. 会基本的办公软件操作，有一定的编程基础； 4. 爱岗敬业，有良好的工作态度和团队合作精神。 福利待遇： 1、入职购买六险一金（公司全额购买商业险可用于门诊医疗报销）； 2、转正员工每季度享有600元额外季度奖金；节假日：端午，中秋，春节，年后开工利是分别有300元现金福利； 3、入职满一年可享有5天带薪年假；法定节假日放假安排； 4、入职满一年有2次调薪调级别机会（4，10月）； 5、团队每月1-2次下午茶活动，不定期聚餐安排，每年公司会组织一次外出团建旅游活动； 6、办公环境优良，加班有加班费（全额工资为计算基数，加班不超过晚上10点，平日加班为时薪1.5倍，周末加班为日薪2倍，周末加班也可优先选择调休，管理人性化，工作时间为9:30—18:30）。 ",前海百川,互联网 游戏 软件,"民营企业
",150-500人, 法定假日 大牛亲自带 透明晋升 出国带薪旅游 奖金高 ,广东/深圳,https://www.shixiseng.com/intern/inn_mh5l9hpyj1kf?pcm=pc_SearchList
GIS数据开发工程师, 岗位职责： 1、建立GIS 空间数据库，并维护相关工具和数据接口 。 2、对接业务需求进行二次开发，能够独立完成需求分析和代码实现，协助架构师讨论架构设计。 任职要求： 1、GIS 相关专业毕业，熟练使用C++，熟悉一门脚本语言。 2、熟悉ArcGIS/QGIS、PostgreSQL+PostGIS 等软件，对DEM/DOM/SHP 等数据处理、读取、检查、入库、查 询有项目经验。 3、逻辑思维强，沟通能力强，主观能动性高。 加分项： 1、有相似空间数据库开发项目经验 2、熟悉图形学，有三维图形相关开发经验。 3、对GIS 行业开源软件库和行业内数据源有相关项目经验。 4、对智慧城市、智慧交通、自动驾驶等行业有认知和兴趣。 ,51VR,互联网 游戏 软件,"民营企业
",150-500人, 大牛多 发展空间巨大 同事nice 国际范 福利好 ,成都,https://www.shixiseng.com/intern/inn_j6cgkgbmyp69?pcm=pc_SearchList
运维开发实习生（北京） (MJ000199), 工作内容： 负责公司 DevOps 运维平台研发； 负责产品易用性改进、界面技术优化和网站性能优化。 岗位要求： 1.熟练掌握shell/perl/python等至少一种脚本语言； 2.熟悉Linux或Unix操作系统，熟悉TCP/IP协议栈，有Linux高性能网络服务器的编程经验； 3.熟悉MySQL、MongoDB、Redis、HBase、Memcache 等开源数据库，互联网安全技术分布式部署，容灾多活等； 4.熟悉C/C++/Java/golang等至少一种编程语言优先，熟悉前端技术加分； 5.有广泛的技术视野，具备很强的学习能力、分析能力和解决问题的能力； 6.喜欢钻研技术，工作积极主动，不断追求产品的完善； 7.具备奉献精神，善于沟通，善于团队合作； 8.至少能保证3个月的实习，可长期实习的学生优先。 ,七牛云,互联网 游戏 软件,"民营企业
",500-2000人, 宽松氛围 免费水果供应 美食 ,上海,https://www.shixiseng.com/intern/inn_apobg5mdoqcn?pcm=pc_SearchList
开发部-Python实习生, 工作内容： 1、参与证券业务后台系统的开发； 2、参与高性能互联网应用接口的开发； 3、支持敏捷业务需求的开发。 岗位要求： 1、 统招本科或研究生学历，2020~2021届在校学生，计算机、软件工程、通信、信息管理等相关专业； 2、 每周工作4-5天，实习期至少满3个月； 3、良好的代码能力，扎实的数据结构和算法功底，熟悉Linux环境下的软件开发； 4、有Python/PHP/GO等语言开发经验，或熟练掌握C/C++者也可； 5、有良好的逻辑思维能力、学习能力、团队合作精神，对挑战性问题充满激情； 6、有一定的证券行业知识或经验者优先。 岗位福利： 1、季度团建:公司为每个部门提供丰厚的季度团建活动经费，优秀团队还可额外增加团建活动经费。 2、零食、水果、早餐:公司提供多种多样超值零食、饮料、新鲜水果。 3、节庆礼品:公司为每位员工准备了新年红包、生日及节日礼物。 4、丰富的培训机会:全面的入职培训，教练制度，定期展开精彩主题讲座。 5、公司环境:弹性工作时间，配Mac办公设备，办公环境优雅惬意，360度绝佳视野工位。 6、实习生优享福利:实习期间有实习补贴、商业保险、生日蛋糕券、节庆礼品等。 ,北京云锋,互联网 游戏 软件,"民营企业
",50-150人, 业界牛人 可观的实习补贴 学习成长快 提供转正机会 水果咖啡 互联网金融 技术氛围好 开放创新 热情团队 都是年轻人 ,北京,https://www.shixiseng.com/intern/inn_rpg1kbcgnxh5?pcm=pc_SearchList
爬虫实习生," 岗位职责： ?? ?? 1.?? 爬虫数据提取清洗、配置 ?? ?? 2.?? 爬虫系统的维护，与优化 ?? ?? 3.?? 数据量统计分析及相关小工具开发 岗位要求： ?? ?? 1，语言不限，有一定的代码基础，如python，java ,go ,c++ ，php任选其一 ?? ?? 2，有一定的爬虫经验，擅长pc 与app 任意一项即可 ?? ?? 3，熟悉了解Xpath抽取规则 ,了解js css ,div，html 等网页构型 ?? ?? 4，熟悉scrapy,requests ，selenium等开源爬虫框架，熟悉队列，调度等 ?? ?? 5，有大数据经验的加分 ?? ?? 6，可实习6个月以上，每周4天以上工作时间 ",慧科讯业,互联网 游戏 软件,"外资企业
",500-2000人, ,北京市,https://www.shixiseng.com/intern/inn_1k3vhcwwguaf?pcm=pc_SearchList
量化交易实习生, 岗位职责： 1.了解基础的金融知识 2.熟悉Python面向对象编程 任职要求： 1.金融工程或数学等理工科背景 2.熟练使用Matlab\Python\ 3.具备分析数据和批量处理数据的能力 4.熟悉并了解vnpy软件，能二次开发者（优先） 注：实习期间表现突出有留用机会。 ,徐氏基金,金融 经济 投资 财会,"民营企业
",15-50人, open老板 ,成都,https://www.shixiseng.com/intern/inn_52jongcwippn?pcm=pc_SearchList
NLP实习生, 【工作内容】 1.???????? 参与AI投资辅助场景设计 2.???????? 针对选定的业务场景运用NLP、机器学习等技术进行实验，并负责搭建实验环境 3.???????? 分析实验结果，参与产品设计及后续实施 【任职要求】 1、?? NLP方向专业的研究生，时间需充裕，最低实习期3个月； 2、 具备优秀的工程实现能力，能够熟练使用Python； 3、 熟悉文本分类、相似性检索、命名实体提取与扩展、实体链接和消歧、关系抽取、事件抽取、知识推理、短语摘要挖掘、意图识别、情感分析等NLP技术； 4、 熟悉BERT等NLP模型； 5、 熟悉TensorFlow、Jupyter Notebook等开发工具； 6、 能够搭建NLP项目环境，参与过NLP项目实施。 ,将门创投,企业服务 咨询,"民营企业
",15-50人, 敢创新 使命必达 机会多 完善晋升体制 就是要你来 每周≥4天 无限量零食 ,北京,https://www.shixiseng.com/intern/inn_411srbljtkvp?pcm=pc_SearchList
软件开发实习生, 【团队简介】 智能仿真系统与计算研究组，隶属于智能系统与工程研究中心。重点研究基于博弈对抗系统搭建与智能决策，为目前AI领域最前沿的方向。团队成员以国内外著名大学毕业或在读学生为主，这里拥有： ?????? 浓厚的学术氛围 ????不要担心你会遇到难题，和蔼的老师和学长学姐可以随时与你交流探讨 ?????? 丰富的科研项目 ????有机会加入到项目小组，在项目中实践，发挥特长、积累经验 ?????? 干货满满的知识分享 ??定期进行知识分享，让你在轻松愉快的环境中，紧跟学术前沿、提升专业技能 招聘： 软件开发实习生（4名） 岗位职责： 仿真平台开发等相关工作???????????????????????????????????????????????????????????????????????????? 任职要求：?? 专业要求 计算机等相关专业，在校硕士及以上学历 编程能力 精通c/c++、java、js或python中至少一门语言 专业技能 熟悉ue、unity3d或cocos2d等游戏引擎者优先 职业素养 具有较好的沟通表达能力，较强的责任心及团队协作精神 待遇： 4k+，根据个人综合能力确定?? 为表现优秀者提供留所工作的机会 工作地点：?????????????????????????????????????????????????? 中科院自动化所，海淀区中关村东路95号，近10号线知春路/知春里地铁站。?????????????????????????????????????????? 中国科学院自动化研究所成立于1956年10月，是我国信息与自动化领域的骨干研究所，是集应用基础研究、战略高技术研发以及技术转移转化为一体的科研机构。研究所以智能科学与技术为立所之本，聚焦智能科学与技术，以类脑智能、大数据智能为主线，通过人工神经网络模型和智能信息处理理论的变革性创新，带动类神经芯片、新一代智能计算机和自主智能系统的原始创新，产生具有技术引领性的智能软硬件系统与服务。 研究所现有包括模式识别国家重点实验室、复杂系统管理与控制国家重点实验室、类脑智能研究中心等在内的科研开发部门12个。另与中国科学院上海神经所共建了脑科学与智能技术卓越创新中心，围绕“人工智能+”与地方共建院地协同创新平台12个，与海外相关领域共建中欧联合实验室、中澳脑网络组联合实验室等国际合作创新平台6个，拥有汉王科技、中科虹霸等十余家持股高科技公司。 作为人工智能领域的国立研究机构，自动化所将以推动人工智能技术持续创新和与经济社会深度融合为主线围绕大数据智能、跨媒体智能、群体智能、混合增强智能、自主智能系统等方向持续攻关。 ,中科院自动化所,互联网 游戏 软件,"2000人以上
",北京, ,,https://www.shixiseng.com/intern/inn_ttbyihkkqzfk?pcm=pc_SearchList
车影像技术组后台实习生, 岗位职责: 1. 与团队配合，参与后端各项功能模块调研，设计和开发。 2. 对现有的后台和系统进行日常维护和性能优化。 3. 与算法及前端开发人员协同工作，保证产品开发质量及进度，并能独立进行测试验证及建立完善的开发文档。 职位要求: 1. 计算机相关专业，计算机基础扎实，有较强的工程能力和团队开发经验。 2. 熟悉python语言和常见的数据结构，熟悉网络编程，了解TCP/IP模型，IP地址，DNS，端口，网关等网络知识。 3. 有开发框架django/flask/tornado研发经验优先，熟悉使用数据库MySQL或MongoDB。 4. 熟悉linux工作环境，掌握常见的linux命令，掌握常用软件的安装。 5. 有前端开发经验和了解至少一种深度学习框架是加分项。 6. 了解项目部署运维工具优先，如nginx，docker，wsgi，ansible等。 7. 有独立分析问题和解决问题能力，有良好的团队合作精神 暂不接受本科实习生，谢谢~ ,平安科技,互联网 游戏 软件,"民营企业
",2000人以上, ,深圳,https://www.shixiseng.com/intern/inn_oxqiasp2ceq1?pcm=pc_SearchList
python系统工程师实习生," 现需python系统工程师实习生若干 工作地：深圳 项目负责人带教，提供学习平台，优秀者可留用。 具体要求如下： ?? ??岗位职责： 1、研发高效可靠的数据平台； 2、研发灵活易用的研究平台； 3、研发监控，回测分析，数据可视化等常用工具； 4、为策略研究和系统开发提供技术支持。 ?? ?? 任职要求： 1、计算机，电子，数学，物理，统计，金融等相关专业； 2、掌握python编程，了解python基本结构的实现； 3、熟练使用python中常用的数据分析或者数据可视化package； ?? ????（包括不限于numpy, pandas，matplotlib等） 4、熟悉sql或nosql数据库，并有常用关系型数据库和redis的经验。 注：实习时间最低三个月，每周3个整天或5个半天工作日； ??日薪150-200元/天，提供午餐。 ",衍盛中国,金融 经济 投资 财会,"民营企业
",15-50人, 年轻团体 团建 月度生日会 技术大牛带教 五星办公环境 老板nice ,深圳,https://www.shixiseng.com/intern/inn_2hiuuq6rzsni?pcm=pc_SearchList
爬虫实习生, 1.参与分布式爬虫和数据采集系统的开发； 2. 解决规模增长带来的技术和业务问题，确保提供高可靠数据服务，保证系统稳定、高效运行； 3. 设计爬虫策略和防屏蔽规则，提升网页抓取的效率和质量； 4. 负责大规模文本、图像、视频数据的抓取、抽取，去重、分类，垃圾过滤，质量识别等工作； 5.利用主流的大数据相关技术，对抓取后的网页数据进行清洗、存储等；并持续优化平台，以便满足各种爬取业务需求。 任职要求： 1. 计算机科学、应用数学、物理学、统计学、等相关专业本科及以上学历； 2. 了解常用数据结构和相关算法，了解缓存、消息机制、并发框架、异步框架等； 3. 有很强的学习能力和技术钻研能力，积极主动，思维灵活开放，有良好的沟通能力，对技术饱有热情。 日薪：研究生及以上：80-120/天 研究生以下：50-80/天 ,钛氪新媒体科技,互联网 游戏 软件,"民营企业
",50-150人, 大数据，算法，新媒体，AI 美女帅哥 实习可转正 有发展前景 办公地点nice ,北京,https://www.shixiseng.com/intern/inn_bjk8bphxixy2?pcm=pc_SearchList
Python实习, 岗位职责： 1. 参与产品需求分析和评审； 2. 编码实现功能需求，修复Bug缺陷和代码评审； 3. 编写自动化测试用例。 职位要求： 1. 具有良好沟通能力、学习能力和团队协作能力，责任心强，积极主动，工作细致认真，有耐心。 2. 实习生岗位开放，欢迎计算机或相关专业的应届生加入； 工作时间： 9:00-12:00 ；13:30-18：00，单休，法定节假日照常放假 , 智圭谷,互联网 游戏 软件,"民营企业
",50-150人, 额外带薪年假 快乐的氛围 给力的薪酬 技术团队牛逼  教育 互联网服务 ,湖南/长沙,https://www.shixiseng.com/intern/inn_kabgjlwc9tmc?pcm=pc_SearchList
Python数据分析师, 我们希望你： 1、擅长数据统计分析，有一定的空余时间 2、熟练使用Python及相关数据分析、统计模型和方法 3、愿意用专业的数据分析技能与经验帮助他人 4、积极参与到准雀的各个数据分析项目中进行 你将获得： 1、用业余碎片化时间赚取丰厚佣金（部分分析师兼职佣金已超过本职工作月薪） 2、收获数据同学们的赞许、感谢和好评 ,准雀Accunique,企业服务 咨询,"民营企业
",150-500人, 数据分析服务 数学建模辅导 有竞争力薪资 广阔的学习空间 ,上海市/上海,https://www.shixiseng.com/intern/inn_fr1o1nii5knw?pcm=pc_SearchList
开发实习生, 1. 参与简单的前端页面开发，了解一定后端技术 1. 参与开发数据爬虫，抓取公开平台网络数据 2. 测试系统和优化参数，管理平台数据 任职要求： 计算机相关专业本科或研究生在校同学，或有相关数据爬取经验的人； 1.了解Linux、Unix、Windows，能够基于各种操作系统进行一些基本操作； 2.掌握SQL语句，了解JAVA编程语言，有后端开发经验； 3.熟悉主流前端框架，并有使用经验； 4.有爬虫、脚本编写经验者优先； 8. 乐观、积极主动，喜欢学习思考； ,四川省互联网加产业技术研究院,互联网 游戏 软件,"15-50人
",成都, 五险&  各项福利 五险& 双休 人性管理 智慧城市 交流环境轻松 职业&amp; 专业 发展机遇 技术专注 ,,https://www.shixiseng.com/intern/inn_wjdlpym1vmvz?pcm=pc_SearchList
SAAS系统-Python后台开发实习生," SAAS??网站系统的Python后台开发(实习生)?? 投递此岗位需满足： ~人在本地已满14天，可以现场面试！ ~可以两周内入职！ 1、参与负责核心产品及平台的后端开发和优化??支撑上规模任务调度，保障系统的高性能、高可用、高效率； 2、参与负责产品相关的数据清洗、挖掘和一定的分析工作； 3、设计计算模块，优化后台算法，优化响应时间； 4,????有一定的算法设计和开发能力。 任职要求：?? 1、3年及以上Python编程经验，擅长后端系统研发； 2、全日制本科及以上学历，软件工程，计算机科学等相关专业； 3、精通Python开发框架，至少熟悉一种web框架??(Django，flask,??Tornado等)，具有独立完成项目开发的能力； 4、了解linux、nginx的使用及搭建、调试、排错、优化、部署等； 5、了解mysql/postgresSQL及常用优化方案，了解redis/memcache缓存技术，并有实际使用经验； 6、熟悉网络编程、多线程编程技术； 7、对面向对象有深刻的理解、熟悉常用设计模式，熟悉微服务架构； 9、有良好的团队合作能力，善于沟通，热爱编程，自主学习能力强。 加分项： 有NLP、知识图谱、搜索问答等相关背景。 ",感易智能,互联网 游戏 软件,"民营企业
",15-50人, 一流团队 金融数据 AI 快速发展 成长空间++ 高科技 ,北京,https://www.shixiseng.com/intern/inn_ncp7w8ego2zr?pcm=pc_SearchList
运维开发实习生（C++/Python/Go）, 岗位职责： 1、参与公司核心系统混合云资源交付平台、大数据资源成本分析平台、高并发作业处理平台等核心系统的研发工作； 2、参与设计、开发及维护公司的运维工具和自动化平台，包括但不限于高可用架构设计开发管理、全链路压测、弹性伸缩、故障自愈、混沌工程、AiOps、大数据分析等； 任职要求： 1、2021届本科及以上学历，计算机相关专业； 2、熟悉Linux操作系统原理，熟悉TCP/IP协议族，掌握常用数据结构和算法； 3、具有一定的C++/Python/Java/Go后端开发经验，熟练使用spring、mybatis、springboot等主流相关框架； 4、熟悉SQL，熟练使用MySQL、Redis，了解Hadoop、Hive、spark； 5、对技术有激情，喜欢钻研，能快速接受和掌握新技术，学习能力和工作责任心强，良好的沟通表达能力和团队协作能力； 6、对大数据或AI熟悉优先。 ,虎牙,互联网 游戏 软件,"民营企业
",2000人以上, 自带食堂 扁平化组织 互联网产业 水果零食 电竞 公司平台大 ,广东/广州,https://www.shixiseng.com/intern/inn_oh0rwemfrf8w?pcm=pc_SearchList
